,index,0
1400,1342,Siskiyou
1401,1343,San Luis Obispo
1402,1344,Napa
1403,1345,Alameda
1404,1346,San Diego
1405,1347,Butte
1406,1348,Madera
1407,1349,Riverside
1408,1350,Shasta
1409,1351,Santa Cruz
1410,1352,Humboldt
1411,1353,Butte
1412,1354,Riverside
1413,1355,Napa
1414,1356,Siskiyou
1415,1357,San Diego
1416,1358,Butte
1417,1359,San Luis Obispo
1418,1360,Monterey
1419,1361,Sonoma
1420,1362,San Diego
1421,1363,Tehama
1422,1364,Riverside
1423,1365,Riverside
1424,1366,Butte
1425,1367,Humboldt
1426,1368,Santa Barbara
1427,1369,Ventura
1428,1370,Ventura
1429,1371,Mariposa
1430,1372,Riverside
1431,1373,Tehama
1432,1374,Riverside
1433,1375,Placer
1434,1376,Monterey
1435,1377,San Luis Obispo
1436,1378,Mariposa
1437,1379,Fresno
1438,1380,Lassen
1439,1381,Riverside
1440,1382,Contra Costa
1441,1383,San Diego
1442,1384,Alameda
1443,1385,Stanislaus
1444,1386,Shasta
1445,1387,Calaveras
1446,1388,San Bernardino
1447,1389,San Diego
1448,1390,El Dorado
1449,1391,Alameda
1450,1392,Contra Costa
1451,1393,Riverside
1452,1394,Mendocino
1453,1395,Santa Cruz
1454,1396,Sonoma
1455,1397,Plumas
1456,1398,Modoc
1457,1399,Inyo
1458,1400,Ventura
1459,1401,Tehama
1460,1402,Los Angeles
1461,1403,Modoc
1462,1404,Mariposa
1463,1405,Tehama
1464,1406,Mono
1465,1407,Los Angeles
1466,1408,El Dorado
1467,1409,Lassen
1468,1410,Santa Barbara
1469,1411,Monterey
1470,1412,Tehama
1471,1413,Yolo
1472,1414,Kern
1473,1415,Lassen
1474,1416,Stanislaus
1475,1417,Inyo
1476,1418,Riverside
1477,1419,Siskiyou
1478,1420,San Luis Obispo
1479,1421,Mexico
1480,1422,Sutter
1481,1423,State of Oregon
1482,1424,State of Nevada
1483,1425,San Luis Obispo
1484,1426,Lassen
1485,1427,San Luis Obispo
1486,1428,San Luis Obispo
1487,1429,Contra Costa
1488,1430,Tulare
1489,1431,Los Angeles
1490,1432,Mendocino
1491,1433,Placer
1492,1434,Shasta
1493,1435,Stanislaus
1494,1436,Napa
1495,1437,Riverside
1496,1438,Riverside
1497,1439,Butte
1498,1440,San Diego
1499,1441,Kern
1500,1442,Mariposa
1501,1443,Santa Barbara
1502,1444,Tulare
1503,1445,Riverside
1504,1446,Riverside
1505,1447,Monterey
1506,1448,Butte
1507,1449,San Joaquin
1508,1450,Trinity
1509,1451,Monterey
1510,1452,Ventura
1511,1453,Lassen
1512,1454,Lassen
1513,1455,Tulare
1514,1456,Riverside
1515,1457,Trinity
1516,1458,Mariposa
1517,1459,Alameda
1518,1460,Siskiyou
1519,1461,Mendocino
1520,1462,San Luis Obispo
1521,1463,Riverside
1522,1464,Madera
1523,1465,Merced
1524,1466,Santa Clara
1525,1467,Kern
1526,1468,Siskiyou
1527,1469,Stanislaus
1528,1470,San Bernardino
1529,1471,Contra Costa
1530,1472,Ventura
1531,1473,San Diego
1532,1474,Santa Barbara
1533,1475,Lassen
1534,1476,Stanislaus
1535,1477,Monterey
1536,1478,Solano
1537,1479,Kern
1538,1480,Riverside
1539,1481,San Benito
1540,1482,Kings
1541,1483,Shasta
1542,1484,Los Angeles
1543,1485,San Bernardino
1544,1486,Tulare
1545,1487,Contra Costa
1546,1488,San Diego
1547,1489,Placer
1548,1490,San Bernardino
1549,1491,Santa Clara
1550,1492,Solano
1551,1493,Alameda
1552,1494,Lassen
1553,1495,Ventura
1554,1496,Lassen
1555,1497,Mendocino
1556,1498,Riverside
1557,1499,Santa Clara
1558,1500,Modoc
1559,1501,Fresno
1560,1502,San Diego
1561,1503,San Luis Obispo
1562,1504,Kern
1563,1505,Los Angeles
1564,1506,Modoc
1565,1507,Santa Barbara
1566,1508,San Diego
1567,1509,Riverside
1568,1510,San Diego
1569,1511,Riverside
1570,1512,San Luis Obispo
1571,1513,Riverside
1572,1514,Ventura
1573,1515,Siskiyou
1574,1516,San Joaquin
1575,1517,Shasta
1576,1518,El Dorado
1577,1519,Sacramento
1578,1520,Tuolumne
1579,1521,Siskiyou
1580,1522,Solano
1581,1523,San Bernardino
1582,1524,Riverside
1583,1525,Butte
1584,1526,Riverside
1585,1527,San Diego
1586,1528,Santa Clara
1587,1529,Riverside
1588,1530,Yuba
1589,1531,Yuba
1590,1532,Lake
1591,1533,Santa Clara
1592,1534,Yuba
1593,1535,Tehama
1594,1536,Marin
1595,1537,Calaveras
1596,1538,Monterey
1597,1539,Placer
1598,1540,Napa
1599,1541,Glenn
1600,1542,Tehama
1601,1543,San Mateo
1602,1544,Santa Clara
1603,1545,Butte
1604,1546,Contra Costa
1605,1547,Lassen
1606,1548,Riverside
1607,1549,Lake
1608,1550,San Luis Obispo
1609,1551,San Diego
1610,1552,San Diego
1611,1553,Contra Costa
1612,1554,Sacramento
1613,1555,Napa
1614,1556,Butte
1615,1557,Santa Clara
1616,1558,Tulare
1617,1559,Shasta
1618,1560,Tehama
1619,1561,Riverside
1620,1562,San Joaquin
1621,1563,Monterey
1622,1564,Los Angeles
1623,1565,Shasta
1624,1566,Yuba
1625,1567,Santa Clara
1626,1568,El Dorado
1627,1569,Siskiyou
1628,1570,Santa Clara
1629,1571,Riverside
1630,1572,Riverside
1631,1573,Yolo
1632,1574,Tulare
1633,1575,San Luis Obispo
1634,1576,Solano
1635,1577,Shasta
1636,1578,Shasta
1637,1579,Alameda
1638,1580,Riverside
1639,1581,Humboldt
1640,1582,Santa Clara
1641,1583,Kern
1642,1584,Lake
1643,1585,San Diego
1644,1586,Placer
1645,1587,Riverside
1646,1588,Lake
1647,1589,Fresno
1648,1590,Mexico
1649,1591,San Diego
1650,1592,Alameda
1651,1593,Tulare
1652,1594,Contra Costa
1653,1595,Solano
1654,1596,Contra Costa
1655,1597,San Diego
1656,1598,Tuolumne
1657,1599,Colusa
1658,1600,Riverside
1659,1601,Lake
1660,1602,Riverside
1661,1603,Riverside
1662,1604,Riverside
1663,1605,Riverside
1664,1606,Alameda
1665,1607,Stanislaus
1666,1608,San Benito
1667,1609,Santa Clara
1668,1610,Butte
1669,1611,Siskiyou
1670,1612,Shasta
1671,1613,El Dorado
1672,1614,Siskiyou
1673,1615,San Bernardino
1674,1616,San Diego
1675,1617,El Dorado
1676,1618,Alameda
1677,1619,Butte
1678,1620,San Bernardino
1679,1621,Tehama
1680,1622,Stanislaus
1681,1623,Alameda
1682,1624,San Diego
1683,1625,Tehama
1684,1626,Amador
1685,1627,Riverside
1686,1628,Butte
1687,1629,Siskiyou
1688,1630,Butte
1689,1631,Riverside
1690,1632,Nevada
1691,1633,Yolo
1692,1634,San Diego
1693,1635,Riverside
